time,temp
1940-01-01,272.58894333333336
1940-01-02,271.77373458333335
1940-01-03,270.27064541666664
1940-01-04,274.1039891666666
1940-01-05,276.90236500000003
1940-01-06,274.9181429166667
1940-01-07,273.91508458333334
1940-01-08,272.77369749999997
1940-01-09,273.2806975
1940-01-10,272.3832079166667
1940-01-11,270.18355666666673
1940-01-12,270.91896999999994
1940-01-13,270.14438750000005
1940-01-14,270.34056749999996
1940-01-15,270.1689733333334
1940-01-16,272.3124945833334
1940-01-17,272.10080500000004
1940-01-18,272.2797920833333
1940-01-19,267.04446625
1940-01-20,265.52137083333326
1940-01-21,264.8042658333334
1940-01-22,265.54495625
1940-01-23,268.9102954166667
1940-01-24,272.22413208333336
1940-01-25,272.0765754166667
1940-01-26,271.13703541666666
1940-01-27,269.0361204166666
1940-01-28,267.8490841666667
1940-01-29,273.5888883333334
1940-01-30,272.2480933333333
1940-01-31,271.65560666666664
1940-02-01,270.879915
1940-02-02,271.8836929166667
1940-02-03,271.67805166666665
1940-02-04,274.4475208333334
1940-02-05,274.3699354166667
1940-02-06,273.0173166666666
1940-02-07,273.22328166666665
1940-02-08,274.3361183333334
1940-02-09,275.4209241666667
1940-02-10,275.49992916666673
1940-02-11,274.85811749999993
1940-02-12,274.21328166666666
1940-02-13,269.9819916666666
1940-02-14,262.5276604166666
1940-02-15,260.05367208333337
1940-02-16,264.0880291666667
1940-02-17,267.42423916666667
1940-02-18,269.96360749999997
1940-02-19,271.5959620833333
1940-02-20,273.84168041666663
1940-02-21,273.45376625
1940-02-22,272.9009516666667
1940-02-23,276.37229458333337
1940-02-24,276.8154608333334
1940-02-25,277.058325
1940-02-26,276.72307916666665
1940-02-27,277.90675374999995
1940-02-28,277.90681624999996
1940-02-29,278.9944754166667
1940-03-01,277.8274658333333
1940-03-02,274.96553416666666
1940-03-03,273.8602633333333
1940-03-04,277.00316666666663
1940-03-05,280.73587208333333
1940-03-06,277.2439866666667
1940-03-07,275.0123145833333
1940-03-08,274.72134041666664
1940-03-09,275.3715554166667
1940-03-10,277.3483466666666
1940-03-11,280.11635499999994
1940-03-12,280.91130416666664
1940-03-13,282.79603291666666
1940-03-14,284.38416166666667
1940-03-15,283.14889875
1940-03-16,279.7364145833334
1940-03-17,280.21815916666657
1940-03-18,279.75899375000006
1940-03-19,281.4021829166667
1940-03-20,281.9585779166667
1940-03-21,282.82686083333334
1940-03-22,284.15534833333334
1940-03-23,284.02113
1940-03-24,284.78088166666663
1940-03-25,284.76814541666664
1940-03-26,285.11522999999994
1940-03-27,285.40085583333337
1940-03-28,281.8618408333333
1940-03-29,279.2347366666667
1940-03-30,278.5967729166667
1940-03-31,280.5421695833333
1940-04-01,280.92911791666666
1940-04-02,281.94397666666663
1940-04-03,282.36725416666667
1940-04-04,284.91925125000006
1940-04-05,284.3589354166667
1940-04-06,284.41472625
1940-04-07,283.6241041666666
1940-04-08,281.78427874999994
1940-04-09,281.95192125
1940-04-10,282.42978374999996
1940-04-11,283.03761625
1940-04-12,281.45147000000003
1940-04-13,282.06075874999993
1940-04-14,282.3089058333333
1940-04-15,285.21834125000004
1940-04-16,286.20026125000004
1940-04-17,286.1004795833334
1940-04-18,287.56322375
1940-04-19,287.5410825
1940-04-20,288.28057083333334
1940-04-21,289.983185
1940-04-22,290.56762624999993
1940-04-23,291.72296
1940-04-24,291.7327445833333
1940-04-25,289.89150250000006
1940-04-26,289.57145875
1940-04-27,288.8465791666667
1940-04-28,289.0094575
1940-04-29,289.81678791666667
1940-04-30,289.4989595833334
1940-05-01,289.2095883333334
1940-05-02,289.13480583333336
1940-05-03,288.3898604166666
1940-05-04,289.14027875000005
1940-05-05,290.5815183333333
1940-05-06,289.1299983333333
1940-05-07,288.85198916666667
1940-05-08,288.9847891666667
1940-05-09,290.04916249999997
1940-05-10,290.7429583333333
1940-05-11,291.45627375
1940-05-12,291.14025499999997
1940-05-13,290.2082883333333
1940-05-14,288.66914375000005
1940-05-15,289.3003670833333
1940-05-16,287.15303666666665
1940-05-17,285.9480879166667
1940-05-18,288.05533041666666
1940-05-19,289.5555766666667
1940-05-20,289.56053375000005
1940-05-21,290.4916408333333
1940-05-22,292.0218270833333
1940-05-23,290.61021416666665
1940-05-24,292.5715741666667
1940-05-25,294.5357716666667
1940-05-26,295.46150833333337
1940-05-27,293.95976333333334
1940-05-28,294.3365966666666
1940-05-29,294.10414083333336
1940-05-30,291.6130854166666
1940-05-31,293.1318020833333
1940-06-01,290.17332791666666
1940-06-02,289.62258125
1940-06-03,291.09652458333335
1940-06-04,291.1270408333334
1940-06-05,294.10376333333335
1940-06-06,293.44482124999996
1940-06-07,293.6290208333334
1940-06-08,294.50505166666665
1940-06-09,295.89500749999996
1940-06-10,295.8122891666667
1940-06-11,295.55636999999996
1940-06-12,295.01519833333333
1940-06-13,294.9624520833334
1940-06-14,295.0126725
1940-06-15,293.9712554166667
1940-06-16,292.20864208333336
1940-06-17,293.0979179166667
1940-06-18,294.56539124999995
1940-06-19,293.89197999999993
1940-06-20,293.8190170833333
1940-06-21,294.267595
1940-06-22,294.3620783333333
1940-06-23,294.89999916666665
1940-06-24,294.3278979166667
1940-06-25,292.7805004166666
1940-06-26,293.2374608333334
1940-06-27,293.3025929166666
1940-06-28,291.2045175
1940-06-29,291.75584125
1940-06-30,294.09647250000006
1940-07-01,296.4871158333334
1940-07-02,297.9008295833334
1940-07-03,298.14118541666664
1940-07-04,295.51698166666665
1940-07-05,294.9883329166667
1940-07-06,296.34151333333335
1940-07-07,296.91752499999996
1940-07-08,294.16444666666666
1940-07-09,294.94859041666666
1940-07-10,295.54552458333336
1940-07-11,297.19243208333336
1940-07-12,296.18205499999993
1940-07-13,294.65288458333333
1940-07-14,294.6770491666667
1940-07-15,296.16074291666666
1940-07-16,294.84212458333326
1940-07-17,295.1344166666667
1940-07-18,295.07626416666665
1940-07-19,295.71961500000003
1940-07-20,297.66661500000004
1940-07-21,298.36117625
1940-07-22,296.2709300000001
1940-07-23,296.9413270833333
1940-07-24,297.41269625
1940-07-25,300.0879183333332
1940-07-26,300.0452829166666
1940-07-27,297.9150358333333
1940-07-28,296.09058666666675
1940-07-29,294.99210125
1940-07-30,293.2582025
1940-07-31,293.61197541666667
1940-08-01,295.0225404166667
1940-08-02,296.8456854166667
1940-08-03,296.62392458333335
1940-08-04,296.8880741666666
1940-08-05,297.93240124999994
1940-08-06,299.3826066666666
1940-08-07,298.88450291666675
1940-08-08,298.0104554166666
1940-08-09,298.8047808333334
1940-08-10,299.4012279166667
1940-08-11,298.18103666666667
1940-08-12,295.92195208333334
1940-08-13,295.2508062499999
1940-08-14,294.435245
1940-08-15,294.8648508333334
1940-08-16,295.6227208333334
1940-08-17,295.01964625
1940-08-18,294.40499208333335
1940-08-19,295.26371916666665
1940-08-20,294.20940666666655
1940-08-21,292.95690541666676
1940-08-22,291.4302029166666
1940-08-23,291.64456333333334
1940-08-24,292.44682916666665
1940-08-25,291.88622333333336
1940-08-26,292.74504083333335
1940-08-27,294.20447041666665
1940-08-28,294.2138395833333
1940-08-29,295.96881125
1940-08-30,294.89786208333334
1940-08-31,293.04000375
1940-09-01,293.46713833333337
1940-09-02,295.1702266666667
1940-09-03,296.19954833333327
1940-09-04,295.76287958333336
1940-09-05,296.70200500000004
1940-09-06,297.72231250000004
1940-09-07,298.2552754166666
1940-09-08,298.08351875
1940-09-09,294.4263720833334
1940-09-10,293.1626295833334
1940-09-11,291.65935833333333
1940-09-12,289.94878500000004
1940-09-13,289.2128929166667
1940-09-14,290.0604320833333
1940-09-15,292.6332191666666
1940-09-16,291.9953208333333
1940-09-17,293.2146525
1940-09-18,294.03538
1940-09-19,295.20935625000004
1940-09-20,295.3278716666667
1940-09-21,295.12246583333337
1940-09-22,294.9978558333334
1940-09-23,297.2377087499999
1940-09-24,294.8788554166667
1940-09-25,295.21762958333335
1940-09-26,294.6320312500001
1940-09-27,293.30411583333336
1940-09-28,295.1923270833333
1940-09-29,286.9673241666667
1940-09-30,285.6569854166667
1940-10-01,286.19964375
1940-10-02,287.91939583333334
1940-10-03,290.7773275
1940-10-04,288.39512333333334
1940-10-05,289.5012483333333
1940-10-06,289.2813433333333
1940-10-07,289.6294083333333
1940-10-08,290.24815500000005
1940-10-09,290.94636125
1940-10-10,290.05025833333326
1940-10-11,291.3803325
1940-10-12,288.2412445833333
1940-10-13,288.8684983333333
1940-10-14,287.57036666666664
1940-10-15,287.85764416666666
1940-10-16,287.19892500000003
1940-10-17,286.6651054166667
1940-10-18,284.02901875000003
1940-10-19,282.9477583333333
1940-10-20,283.427025
1940-10-21,284.7388087500001
1940-10-22,285.36679874999993
1940-10-23,285.0153670833333
1940-10-24,284.9945845833333
1940-10-25,284.0868179166667
1940-10-26,284.28213124999996
1940-10-27,284.04094083333337
1940-10-28,281.6263241666667
1940-10-29,280.80544125
1940-10-30,280.13439375
1940-10-31,279.85512541666674
1940-11-01,282.88700750000004
1940-11-02,282.87586625
1940-11-03,282.6689341666667
1940-11-04,283.97937916666666
1940-11-05,284.4450475
1940-11-06,285.82637916666664
1940-11-07,283.0359595833333
1940-11-08,279.93440375
1940-11-09,278.3486533333333
1940-11-10,278.34467083333334
1940-11-11,279.34111541666664
1940-11-12,280.62092624999997
1940-11-13,279.9198833333333
1940-11-14,282.58841125
1940-11-15,281.78180833333334
1940-11-16,283.03421791666665
1940-11-17,282.79522083333336
1940-11-18,282.4108295833333
1940-11-19,281.0588470833333
1940-11-20,280.5692879166666
1940-11-21,279.1431870833333
1940-11-22,278.71398916666664
1940-11-23,279.1753575000001
1940-11-24,280.55993416666655
1940-11-25,278.430435
1940-11-26,276.70764916666656
1940-11-27,276.19290499999994
1940-11-28,276.81202749999994
1940-11-29,278.04462041666665
1940-11-30,276.4502308333333
1940-12-01,275.5020233333333
1940-12-02,271.65026625
1940-12-03,270.9516066666667
1940-12-04,271.0176170833333
1940-12-05,270.9660929166667
1940-12-06,272.15015999999997
1940-12-07,273.38561375
1940-12-08,275.0484458333333
1940-12-09,275.3706333333333
1940-12-10,274.9195941666667
1940-12-11,275.47946625
1940-12-12,275.31030875000005
1940-12-13,274.4602241666667
1940-12-14,272.87934875
1940-12-15,273.85712166666667
1940-12-16,271.32830083333323
1940-12-17,269.79112374999994
1940-12-18,270.70121291666675
1940-12-19,272.08005125000005
1940-12-20,272.60773208333336
1940-12-21,271.68119291666665
1940-12-22,271.88078708333336
1940-12-23,270.85532125
1940-12-24,271.70662541666667
1940-12-25,274.07571375000003
1940-12-26,271.2527041666666
1940-12-27,270.2921774999999
1940-12-28,271.47431333333327
1940-12-29,272.2453804166667
1940-12-30,273.29808583333335
1940-12-31,274.49316791666666
1941-01-01,277.0138308333333
1941-01-02,276.44274666666666
1941-01-03,279.48985749999997
1941-01-04,278.8576670833333
1941-01-05,277.02612625
1941-01-06,275.14604375000005
1941-01-07,273.55095
1941-01-08,272.82521625
1941-01-09,274.05582916666674
1941-01-10,272.9366758333333
1941-01-11,271.3414379166666
1941-01-12,272.98800291666674
1941-01-13,270.29699166666666
1941-01-14,271.8724458333334
1941-01-15,271.0265225
1941-01-16,271.19572583333326
1941-01-17,271.79935333333333
1941-01-18,265.69598833333333
1941-01-19,267.6913416666667
1941-01-20,270.9107254166667
1941-01-21,275.6110133333334
1941-01-22,276.64733416666667
1941-01-23,277.04767791666666
1941-01-24,278.1751679166667
1941-01-25,277.1341675
1941-01-26,275.53857208333335
1941-01-27,276.13740125
1941-01-28,275.17275666666666
1941-01-29,274.4305349999999
1941-01-30,272.52793958333336
1941-01-31,272.6619983333333
1941-02-01,273.64115999999996
1941-02-02,268.16633458333325
1941-02-03,270.53128208333334
1941-02-04,275.4338225000001
1941-02-05,273.46107041666664
1941-02-06,270.94185500000003
1941-02-07,269.4786333333334
1941-02-08,270.36947208333333
1941-02-09,272.1452983333333
1941-02-10,274.40587624999995
1941-02-11,275.55803208333333
1941-02-12,275.6412608333333
1941-02-13,278.32985666666667
1941-02-14,279.7701004166666
1941-02-15,280.0312070833333
1941-02-16,279.73261749999995
1941-02-17,278.7262150000001
1941-02-18,278.6434416666667
1941-02-19,277.6341125
1941-02-20,278.2948995833333
1941-02-21,279.75471749999997
1941-02-22,276.72402791666667
1941-02-23,276.74049750000006
1941-02-24,277.52709208333334
1941-02-25,276.9697454166666
1941-02-26,277.0654420833333
1941-02-27,277.5122970833333
1941-02-28,277.3294495833333
1941-03-01,278.7528899999999
1941-03-02,280.4076120833334
1941-03-03,281.9961608333333
1941-03-04,280.95012583333335
1941-03-05,279.4695841666667
1941-03-06,278.7407745833334
1941-03-07,280.64627291666665
1941-03-08,281.84173916666674
1941-03-09,281.6583175
1941-03-10,280.51536916666674
1941-03-11,281.32835541666674
1941-03-12,280.66040875
1941-03-13,279.5093495833333
1941-03-14,277.8471233333333
1941-03-15,278.9519179166667
1941-03-16,280.6999783333334
1941-03-17,280.7456016666667
1941-03-18,277.1421820833333
1941-03-19,276.5197329166666
1941-03-20,279.14142583333336
1941-03-21,280.24527333333333
1941-03-22,281.5382779166667
1941-03-23,283.79818208333336
1941-03-24,282.01110750000004
1941-03-25,281.82060541666664
1941-03-26,283.5647654166667
1941-03-27,284.16247875000005
1941-03-28,284.2683962500001
1941-03-29,285.71290583333337
1941-03-30,284.25197958333337
1941-03-31,285.84387166666664
1941-04-01,284.0509320833333
1941-04-02,280.93358458333324
1941-04-03,282.2930183333334
1941-04-04,284.1784420833333
1941-04-05,284.67127125
1941-04-06,285.7922825
1941-04-07,284.6817141666666
1941-04-08,282.60611124999997
1941-04-09,280.74524
1941-04-10,278.1271358333333
1941-04-11,278.9165845833333
1941-04-12,280.59995291666667
1941-04-13,283.4371604166667
1941-04-14,284.93900291666665
1941-04-15,283.7409216666667
1941-04-16,283.70621416666665
1941-04-17,285.31160041666664
1941-04-18,284.92719500000004
1941-04-19,284.74439666666655
1941-04-20,286.43209458333325
1941-04-21,288.04790041666666
1941-04-22,287.06344291666665
1941-04-23,286.9404320833333
1941-04-24,286.0516875
1941-04-25,284.0940275
1941-04-26,285.45431041666666
1941-04-27,285.48903333333334
1941-04-28,286.6071645833333
1941-04-29,287.8538733333333
1941-04-30,288.29470875000004
1941-05-01,285.7590883333334
1941-05-02,287.47567666666663
1941-05-03,285.80433958333333
1941-05-04,282.49304291666664
1941-05-05,283.5864525
1941-05-06,284.09969125000003
1941-05-07,286.1522425
1941-05-08,285.10134791666667
1941-05-09,285.6105875
1941-05-10,286.9028379166667
1941-05-11,287.78417625000003
1941-05-12,283.1219508333333
1941-05-13,286.1469920833333
1941-05-14,288.33772583333337
1941-05-15,289.85518583333334
1941-05-16,288.2121133333333
1941-05-17,286.9808333333333
1941-05-18,289.56389958333335
1941-05-19,289.5122208333333
1941-05-20,287.7314825
1941-05-21,289.24152208333334
1941-05-22,290.1692033333333
1941-05-23,291.7745204166666
1941-05-24,289.70455666666675
1941-05-25,290.2177158333333
1941-05-26,290.8282120833333
1941-05-27,290.47457625
1941-05-28,291.9590341666667
1941-05-29,290.71835791666666
1941-05-30,291.81104999999997
1941-05-31,290.01838124999995
1941-06-01,292.70516250000003
1941-06-02,294.17328833333323
1941-06-03,296.8258337500001
1941-06-04,294.99403625
1941-06-05,294.71067750000003
1941-06-06,292.4815441666667
1941-06-07,291.45290374999996
1941-06-08,289.8107725
