Entity,Code,Year,LifeExpectancy,HealthExpenditurePerCapita,WorldRegionAccordingToOWID,Health expenditure per capita (Original Year),Life expectancy (Original Year)
Norway,NOR,1976,75.048,1416.901,Europe,,
Norway,NOR,1977,75.398,1521.302,Europe,,
Norway,NOR,1978,75.426,1697.443,Europe,,
Norway,NOR,1979,75.415,1627.814,Europe,,
Norway,NOR,1980,75.673,1701.536,Europe,,
Norway,NOR,1981,75.882,1738.482,Europe,,
Norway,NOR,1982,76.019,1789.372,Europe,,
Norway,NOR,1983,76.079,1890.363,Europe,,
Norway,NOR,1984,76.247,1881.682,Europe,,
Norway,NOR,1985,75.933,1966.226,Europe,,
Norway,NOR,1986,76.253,2044.967,Europe,,
Norway,NOR,1987,76.102,2127.308,Europe,,
Norway,NOR,1988,76.271,2137.812,Europe,,
Norway,NOR,1989,76.543,2107.531,Europe,,
Norway,NOR,1990,76.586,2463.206,Europe,,
Norway,NOR,1991,77.038,2591.988,Europe,,
Norway,NOR,1992,77.246,2650.531,Europe,,
Norway,NOR,1993,77.221,2666.404,Europe,,
Norway,NOR,1994,77.773,2716.62,Europe,,
Norway,NOR,1995,77.797,2818.469,Europe,,
Norway,NOR,1996,78.233,2985.146,Europe,,
Norway,NOR,1997,78.238,3373.044,Europe,,
Norway,NOR,1998,78.408,3603.23,Europe,,
Norway,NOR,1999,78.386,3809.189,Europe,,
Norway,NOR,2000,78.692,3989.35,Europe,,
Norway,NOR,2001,78.896,4154.347,Europe,,
Norway,NOR,2002,78.96,4534.154,Europe,,
Norway,NOR,2003,79.529,4638.875,Europe,,
Norway,NOR,2004,79.965,4787.257,Europe,,
Norway,NOR,2005,80.169,4945.545,Europe,,
Norway,NOR,2006,80.44,5068.261,Europe,,
Norway,NOR,2007,80.502,5317.55,Europe,,
Norway,NOR,2008,80.677,5536.486,Europe,,
Norway,NOR,2009,80.865,5655.269,Europe,,
Norway,NOR,2010,81.039,5724.201,Europe,,
Norway,NOR,2011,81.245,5902.436,Europe,,
Norway,NOR,2012,81.446,6086.207,Europe,,
Norway,NOR,2013,81.668,6184.347,Europe,,
Norway,NOR,2014,82.087,6395.673,Europe,,
Norway,NOR,2015,82.273,6648.839,Europe,,
Norway,NOR,2016,82.415,6706.186,Europe,,
Norway,NOR,2017,82.624,6767.314,Europe,,
Norway,NOR,2018,82.76,6886.235,Europe,,
Norway,NOR,2019,82.955,7053.885,Europe,,
Norway,NOR,2020,83.195,7220.869,Europe,,
Norway,NOR,2021,83.166,7523.408,Europe,,
Norway,NOR,2022,82.631,7626.737,Europe,,
Norway,NOR,2023,83.308,7539.746,Europe,,
Peru,PER,2002,72.746,411.786,South America,2007,2007
Peru,PER,2003,72.746,411.786,South America,2007,2007
Peru,PER,2004,72.746,411.786,South America,2007,2007
Peru,PER,2005,72.746,411.786,South America,2007,2007
Peru,PER,2006,72.746,411.786,South America,2007,2007
Peru,PER,2007,72.746,411.786,South America,,
Peru,PER,2008,72.743,446.59,South America,,
Peru,PER,2009,72.631,492.609,South America,,
Peru,PER,2010,72.886,528.414,South America,,
Peru,PER,2011,73.327,546.017,South America,,
Peru,PER,2012,73.979,597.665,South America,,
Peru,PER,2013,74.591,617.823,South America,,
Peru,PER,2014,75.26,648.029,South America,,
Peru,PER,2015,75.732,651.691,South America,,
Peru,PER,2016,75.951,669.899,South America,,
Peru,PER,2017,75.958,678.03,South America,,
Peru,PER,2018,76.018,729.05,South America,,
Peru,PER,2019,76.275,735.5,South America,,
Peru,PER,2020,73.832,817.119,South America,,
Peru,PER,2021,71.596,977.614,South America,,
Peru,PER,2022,76.834,874.805,South America,,
Peru,PER,2023,77.74,817.016,South America,,
Poland,POL,1985,70.606,643.997,Europe,1990,1990
Poland,POL,1986,70.606,643.997,Europe,1990,1990
Poland,POL,1987,70.606,643.997,Europe,1990,1990
Poland,POL,1988,70.606,643.997,Europe,1990,1990
Poland,POL,1989,70.606,643.997,Europe,1990,1990
Poland,POL,1990,70.606,643.997,Europe,,
Poland,POL,1991,70.653,622.145,Europe,,
Poland,POL,1992,70.9,650.378,Europe,,
Poland,POL,1993,71.344,682.482,Europe,,
Poland,POL,1994,71.683,708.276,Europe,,
Poland,POL,1995,71.959,744.96,Europe,,
Poland,POL,1996,72.253,833.608,Europe,,
Poland,POL,1997,72.591,857.803,Europe,,
Poland,POL,1998,72.847,886.921,Europe,,
Poland,POL,1999,73.224,1003.813,Europe,,
Poland,POL,2000,73.645,1001.109,Europe,,
Poland,POL,2001,74.177,1080.38,Europe,,
Poland,POL,2002,74.518,1169.97,Europe,,
Poland,POL,2003,74.772,1188.796,Europe,,
Poland,POL,2004,74.943,1236.763,Europe,,
Poland,POL,2005,75.127,1270.774,Europe,,
Poland,POL,2006,75.25,1347.596,Europe,,
Poland,POL,2007,75.414,1474.249,Europe,,
Poland,POL,2008,75.583,1658.258,Europe,,
Poland,POL,2009,75.906,1774.053,Europe,,
Poland,POL,2010,76.282,1779.268,Europe,,
Poland,POL,2011,76.568,1791.015,Europe,,
Poland,POL,2012,76.775,1796.318,Europe,,
Poland,POL,2013,77.076,1872.492,Europe,,
Poland,POL,2014,77.312,1910.81,Europe,,
Poland,POL,2015,77.589,2051.793,Europe,,
Poland,POL,2016,77.639,2182.693,Europe,,
Poland,POL,2017,77.716,2294.366,Europe,,
Poland,POL,2018,77.623,2319.602,Europe,,
Poland,POL,2019,77.921,2497.099,Europe,,
Poland,POL,2020,76.595,2510.275,Europe,,
Poland,POL,2021,75.639,2726.095,Europe,,
Poland,POL,2022,77.923,2881.891,Europe,,
Poland,POL,2023,78.633,3124.894,Europe,,
Portugal,PRT,1970,67.055,289.974,Europe,,
Portugal,PRT,1971,66.848,337.871,Europe,,
Portugal,PRT,1972,69.157,463.722,Europe,,
Portugal,PRT,1973,68.601,553.811,Europe,,
Portugal,PRT,1974,69.121,575.283,Europe,,
Portugal,PRT,1975,68.843,712.557,Europe,,
Portugal,PRT,1976,69.101,715.641,Europe,,
Portugal,PRT,1977,70.343,669.682,Europe,,
Portugal,PRT,1978,70.795,713.033,Europe,,
Portugal,PRT,1979,71.606,696,Europe,,
Portugal,PRT,1980,71.663,840.404,Europe,,
Portugal,PRT,1981,71.89,872.488,Europe,,
Portugal,PRT,1982,72.698,901.233,Europe,,
Portugal,PRT,1983,72.654,847.019,Europe,,
Portugal,PRT,1984,72.934,828.44,Europe,,
Portugal,PRT,1985,73.216,945.902,Europe,,
Portugal,PRT,1986,73.647,1153.8,Europe,,
Portugal,PRT,1987,74.063,1193.41,Europe,,
Portugal,PRT,1988,74.086,1336.359,Europe,,
Portugal,PRT,1989,74.665,1285.977,Europe,,
Portugal,PRT,1990,74.304,1341.792,Europe,,
Portugal,PRT,1991,74.241,1510.686,Europe,,
Portugal,PRT,1992,74.871,1583.528,Europe,,
Portugal,PRT,1993,74.761,1609.611,Europe,,
Portugal,PRT,1994,75.73,1650.528,Europe,,
Portugal,PRT,1995,75.55,1891.746,Europe,,
Portugal,PRT,1996,75.476,2003.313,Europe,,
Portugal,PRT,1997,75.922,2077.624,Europe,,
Portugal,PRT,1998,76.116,2180.763,Europe,,
Portugal,PRT,1999,76.322,2337.307,Europe,,
Portugal,PRT,2000,76.83,2705.548,Europe,,
Portugal,PRT,2001,77.152,2737.947,Europe,,
Portugal,PRT,2002,77.37,2802.648,Europe,,
Portugal,PRT,2003,77.583,2871.974,Europe,,
Portugal,PRT,2004,78.427,3040.324,Europe,,
Portugal,PRT,2005,78.317,3088.569,Europe,,
Portugal,PRT,2006,79.089,3037.075,Europe,,
Portugal,PRT,2007,79.309,3078.083,Europe,,
Portugal,PRT,2008,79.603,3168.837,Europe,,
Portugal,PRT,2009,79.829,3322.533,Europe,,
Portugal,PRT,2010,80.115,3322.481,Europe,,
Portugal,PRT,2011,80.582,3132.738,Europe,,
Portugal,PRT,2012,80.555,2971.328,Europe,,
Portugal,PRT,2013,80.903,2913.658,Europe,,
Portugal,PRT,2014,81.314,2941.462,Europe,,
Portugal,PRT,2015,81.321,3040.267,Europe,,
Portugal,PRT,2016,81.364,3146.94,Europe,,
Portugal,PRT,2017,81.66,3227.429,Europe,,
Portugal,PRT,2018,81.591,3360.34,Europe,,
Portugal,PRT,2019,81.959,3513.439,Europe,,
Portugal,PRT,2020,81.366,3599.297,Europe,,
Portugal,PRT,2021,81.398,3993.987,Europe,,
Portugal,PRT,2022,81.194,3952.183,Europe,,
Portugal,PRT,2023,82.36,3916.534,Europe,,
Romania,ROU,1998,70.819,690.819,Europe,2003,2003
Romania,ROU,1999,70.819,690.819,Europe,2003,2003
Romania,ROU,2000,70.819,690.819,Europe,2003,2003
Romania,ROU,2001,70.819,690.819,Europe,2003,2003
Romania,ROU,2002,70.819,690.819,Europe,2003,2003
Romania,ROU,2003,70.819,690.819,Europe,,
Romania,ROU,2004,71.096,796.21,Europe,,
Romania,ROU,2005,71.581,878.516,Europe,,
Romania,ROU,2006,72.169,916.53,Europe,,
Romania,ROU,2007,72.792,1060.022,Europe,,
Romania,ROU,2008,73.216,1215.979,Europe,,
Romania,ROU,2009,73.457,1218.114,Europe,,
Romania,ROU,2010,73.579,1237.261,Europe,,
Romania,ROU,2011,74.288,1035.537,Europe,,
Romania,ROU,2012,74.314,1064.579,Europe,,
Romania,ROU,2013,74.918,1232.801,Europe,,
Romania,ROU,2014,74.765,1244.165,Europe,,
Romania,ROU,2015,74.737,1290.73,Europe,,
Romania,ROU,2016,75.021,1369.469,Europe,,
Romania,ROU,2017,75.024,1550.776,Europe,,
Romania,ROU,2018,75.103,1780.64,Europe,,
Romania,ROU,2019,75.329,1939.115,Europe,,
Romania,ROU,2020,74.046,2076.3,Europe,,
Romania,ROU,2021,72.74,2314.262,Europe,,
Romania,ROU,2022,75.261,2148.616,Europe,,
Romania,ROU,2023,75.938,2229.057,Europe,,
Serbia,SRB,1995,72.334,583.612,Europe,2000,2000
Serbia,SRB,1996,72.334,583.612,Europe,2000,2000
Serbia,SRB,1997,72.334,583.612,Europe,2000,2000
Serbia,SRB,1998,72.334,583.612,Europe,2000,2000
Serbia,SRB,1999,72.334,583.612,Europe,2000,2000
Serbia,SRB,2000,72.334,583.612,Europe,,
Serbia,SRB,2001,72.275,632.341,Europe,,
Serbia,SRB,2002,72.599,816.739,Europe,,
Serbia,SRB,2003,72.722,870.575,Europe,,
Serbia,SRB,2004,72.867,951.079,Europe,,
Serbia,SRB,2005,73.115,1054.171,Europe,,
Serbia,SRB,2006,73.395,1170.375,Europe,,
Serbia,SRB,2007,73.724,1402.436,Europe,,
Serbia,SRB,2008,73.904,1472.508,Europe,,
Serbia,SRB,2009,74.106,1411.037,Europe,,
Serbia,SRB,2010,74.376,1435.954,Europe,,
Serbia,SRB,2011,74.719,1392.622,Europe,,
Serbia,SRB,2012,75.089,1411.171,Europe,,
Serbia,SRB,2013,75.346,1436.704,Europe,,
Serbia,SRB,2014,75.478,1417.338,Europe,,
Serbia,SRB,2015,75.653,1384.778,Europe,,
Serbia,SRB,2016,75.737,1384.608,Europe,,
Serbia,SRB,2017,75.792,1377.316,Europe,,
Serbia,SRB,2018,76.036,1503.014,Europe,,
Serbia,SRB,2019,76.058,1611.204,Europe,,
Serbia,SRB,2020,74.507,1628.662,Europe,,
Serbia,SRB,2021,72.853,1981.044,Europe,,
Serbia,SRB,2022,75.478,1899.701,Europe,,
Serbia,SRB,2023,76.769,1900.935,Europe,,
Slovakia,SVK,1992,72.689,1110.275,Europe,1997,1997
Slovakia,SVK,1993,72.689,1110.275,Europe,1997,1997
Slovakia,SVK,1994,72.689,1110.275,Europe,1997,1997
Slovakia,SVK,1995,72.689,1110.275,Europe,1997,1997
Slovakia,SVK,1996,72.689,1110.275,Europe,1997,1997
Slovakia,SVK,1997,72.689,1110.275,Europe,,
Slovakia,SVK,1998,72.573,1123.116,Europe,,
Slovakia,SVK,1999,72.963,1095.198,Europe,,
Slovakia,SVK,2000,73.139,1076.981,Europe,,
Slovakia,SVK,2001,73.571,1116.222,Europe,,
Slovakia,SVK,2002,73.765,1215.681,Europe,,
Slovakia,SVK,2003,73.819,1252.346,Europe,,
Slovakia,SVK,2004,74.217,1541.205,Europe,,
Slovakia,SVK,2005,74.156,1663.004,Europe,,
Slovakia,SVK,2006,74.416,1835.427,Europe,,
Slovakia,SVK,2007,74.495,2104.513,Europe,,
Slovakia,SVK,2008,74.864,2117.335,Europe,,
Slovakia,SVK,2009,75.218,2246.515,Europe,,
Slovakia,SVK,2010,75.496,2298.101,Europe,,
Slovakia,SVK,2011,76.018,2199.531,Europe,,
Slovakia,SVK,2012,76.176,2250.106,Europe,,
Slovakia,SVK,2013,76.514,2232.09,Europe,,
Slovakia,SVK,2014,76.848,2098.889,Europe,,
Slovakia,SVK,2015,76.65,2161.854,Europe,,
Slovakia,SVK,2016,77.216,2261.442,Europe,,
Slovakia,SVK,2017,77.22,2248.709,Europe,,
Slovakia,SVK,2018,77.265,2306.896,Europe,,
Slovakia,SVK,2019,77.686,2458.131,Europe,,
Slovakia,SVK,2020,76.864,2448.986,Europe,,
Slovakia,SVK,2021,74.59,2780.793,Europe,,
Slovakia,SVK,2022,77.036,2746.242,Europe,,
Slovakia,SVK,2023,78.341,2682.216,Europe,,
Slovenia,SVN,1995,75.83,2190.043,Europe,2000,2000
Slovenia,SVN,1996,75.83,2190.043,Europe,2000,2000
Slovenia,SVN,1997,75.83,2190.043,Europe,2000,2000
Slovenia,SVN,1998,75.83,2190.043,Europe,2000,2000
Slovenia,SVN,1999,75.83,2190.043,Europe,2000,2000
Slovenia,SVN,2000,75.83,2190.043,Europe,,
Slovenia,SVN,2001,76.181,2285.835,Europe,,
Slovenia,SVN,2002,76.316,2410.677,Europe,,
Slovenia,SVN,2003,76.317,2506.477,Europe,,
Slovenia,SVN,2004,76.932,2563.328,Europe,,
Slovenia,SVN,2005,77.503,2654.465,Europe,,
Slovenia,SVN,2006,77.82,2728.433,Europe,,
Slovenia,SVN,2007,78.285,2795.158,Europe,,
Slovenia,SVN,2008,78.595,2977.934,Europe,,
Slovenia,SVN,2009,79.027,3051.665,Europe,,
Slovenia,SVN,2010,79.301,2992.742,Europe,,
Slovenia,SVN,2011,79.588,2974.925,Europe,,
Slovenia,SVN,2012,79.765,2922.1,Europe,,
Slovenia,SVN,2013,80.088,2915.911,Europe,,
Slovenia,SVN,2014,80.252,2929.327,Europe,,
Slovenia,SVN,2015,80.499,3043.31,Europe,,
Slovenia,SVN,2016,80.512,3147.847,Europe,,
Slovenia,SVN,2017,80.616,3175.68,Europe,,
Slovenia,SVN,2018,80.861,3343.208,Europe,,
Slovenia,SVN,2019,81.007,3541.763,Europe,,
Slovenia,SVN,2020,80.364,3756.19,Europe,,
Slovenia,SVN,2021,80.434,4032.24,Europe,,
Slovenia,SVN,2022,80.793,4117.391,Europe,,
Slovenia,SVN,2023,81.603,4123.041,Europe,,
South Africa,ZAF,1995,58.368,714.354,Africa,2000,2000
South Africa,ZAF,1996,58.368,714.354,Africa,2000,2000
South Africa,ZAF,1997,58.368,714.354,Africa,2000,2000
South Africa,ZAF,1998,58.368,714.354,Africa,2000,2000
South Africa,ZAF,1999,58.368,714.354,Africa,2000,2000
South Africa,ZAF,2000,58.368,714.354,Africa,,
South Africa,ZAF,2001,57.161,714.535,Africa,,
South Africa,ZAF,2002,55.58,734.062,Africa,,
South Africa,ZAF,2003,54.245,801.706,Africa,,
South Africa,ZAF,2004,53.963,808.88,Africa,,
South Africa,ZAF,2005,53.914,835.105,Africa,,
South Africa,ZAF,2006,54.22,903.852,Africa,,
South Africa,ZAF,2007,54.948,955.044,Africa,,
South Africa,ZAF,2008,55.982,988.513,Africa,,
South Africa,ZAF,2009,57.413,1031.732,Africa,,
South Africa,ZAF,2010,58.886,1079.521,Africa,,
South Africa,ZAF,2011,60.602,1117.441,Africa,,
South Africa,ZAF,2012,61.737,1120.212,Africa,,
South Africa,ZAF,2013,62.388,1141.008,Africa,,
South Africa,ZAF,2014,63.184,1102.291,Africa,,
South Africa,ZAF,2015,64.053,1131.62,Africa,,
South Africa,ZAF,2016,64.749,1132.223,Africa,,
South Africa,ZAF,2017,65.422,1123.057,Africa,,
South Africa,ZAF,2018,65.726,1138.148,Africa,,
South Africa,ZAF,2019,66.071,1156.566,Africa,,
South Africa,ZAF,2020,65.15,1199.051,Africa,,
South Africa,ZAF,2021,62.01,1231.17,Africa,,
South Africa,ZAF,2022,65.454,1229.668,Africa,,
South Africa,ZAF,2023,66.139,1228.257,Africa,,
South Korea,KOR,1970,62.175,100.865,Asia,,
South Korea,KOR,1971,62.67,91.941,Asia,,
South Korea,KOR,1972,63.22,89.56,Asia,,
South Korea,KOR,1973,63.773,87.318,Asia,,
South Korea,KOR,1974,64.239,79.403,Asia,,
South Korea,KOR,1975,64.667,121.471,Asia,,
South Korea,KOR,1976,65.011,137.922,Asia,,
South Korea,KOR,1977,64.621,142.512,Asia,,
South Korea,KOR,1978,64.961,169.297,Asia,,
South Korea,KOR,1979,66.107,234.329,Asia,,
South Korea,KOR,1980,64.848,242.273,Asia,,
South Korea,KOR,1981,67.141,261.203,Asia,,
South Korea,KOR,1982,67.061,276.632,Asia,,
South Korea,KOR,1983,66.725,301.542,Asia,,
South Korea,KOR,1984,68.109,314.552,Asia,,
South Korea,KOR,1985,68.408,338.651,Asia,,
South Korea,KOR,1986,69.035,366.596,Asia,,
South Korea,KOR,1987,69.315,399.356,Asia,,
South Korea,KOR,1988,70.16,464.663,Asia,,
South Korea,KOR,1989,70.684,561.906,Asia,,
South Korea,KOR,1990,70.994,604.779,Asia,,
South Korea,KOR,1991,71.402,619.935,Asia,,
South Korea,KOR,1992,72.175,667.395,Asia,,
South Korea,KOR,1993,72.745,687.303,Asia,,
South Korea,KOR,1994,72.889,693.787,Asia,,
South Korea,KOR,1995,73.375,754.983,Asia,,
South Korea,KOR,1996,74.021,837.97,Asia,,
South Korea,KOR,1997,74.531,848.583,Asia,,
South Korea,KOR,1998,75.035,824.522,Asia,,
South Korea,KOR,1999,75.617,926.708,Asia,,
South Korea,KOR,2000,76.235,971.327,Asia,,
South Korea,KOR,2001,76.919,1114.389,Asia,,
South Korea,KOR,2002,77.23,1115.33,Asia,,
South Korea,KOR,2003,77.497,1304.625,Asia,,
South Korea,KOR,2004,77.957,1351.043,Asia,,
South Korea,KOR,2005,78.449,1456.282,Asia,,
South Korea,KOR,2006,79.035,1597.519,Asia,,
South Korea,KOR,2007,79.432,1692.438,Asia,,
South Korea,KOR,2008,79.996,1798.315,Asia,,
South Korea,KOR,2009,80.55,1972.492,Asia,,
South Korea,KOR,2010,80.717,2152.556,Asia,,
South Korea,KOR,2011,81.168,2203.788,Asia,,
South Korea,KOR,2012,81.308,2250.775,Asia,,
South Korea,KOR,2013,81.836,2354.91,Asia,,
South Korea,KOR,2014,82.364,2479.069,Asia,,
South Korea,KOR,2015,82.54,2683.729,Asia,,
South Korea,KOR,2016,82.92,2850.466,Asia,,
South Korea,KOR,2017,83.278,3008.663,Asia,,
South Korea,KOR,2018,83.34,3214.47,Asia,,
South Korea,KOR,2019,83.685,3478.146,Asia,,
South Korea,KOR,2020,83.675,3618.078,Asia,,
South Korea,KOR,2021,83.852,3957.977,Asia,,
South Korea,KOR,2022,82.727,4220.068,Asia,,
South Korea,KOR,2023,84.329,4043.774,Asia,,
Spain,ESP,1970,72.149,535.189,Europe,,
Spain,ESP,1971,71.735,630.108,Europe,,
Spain,ESP,1972,72.953,715.204,Europe,,
Spain,ESP,1973,72.732,748.284,Europe,,
Spain,ESP,1974,73.093,839.343,Europe,,
Spain,ESP,1975,73.492,877.017,Europe,,
Spain,ESP,1976,73.807,995.047,Europe,,
Spain,ESP,1977,74.307,1063.201,Europe,,
Spain,ESP,1978,74.496,1089.086,Europe,,
Spain,ESP,1979,74.99,1072.346,Europe,,
Spain,ESP,1980,75.526,1077.984,Europe,,
Spain,ESP,1981,75.706,1080.155,Europe,,
Spain,ESP,1982,76.319,1102.672,Europe,,
Spain,ESP,1983,76.097,1143.551,Europe,,
Spain,ESP,1984,76.482,1123.089,Europe,,
Spain,ESP,1985,76.41,1123.58,Europe,,
Spain,ESP,1986,76.703,1165.601,Europe,,
Spain,ESP,1987,76.956,1248.654,Europe,,
Spain,ESP,1988,76.949,1469.213,Europe,,
Spain,ESP,1989,76.998,1573.656,Europe,,
Spain,ESP,1990,77,1735.483,Europe,,
Spain,ESP,1991,77.129,1835.053,Europe,,
Spain,ESP,1992,77.589,1948.122,Europe,,
Spain,ESP,1993,77.728,1994.588,Europe,,
Spain,ESP,1994,78.114,1998.978,Europe,,
Spain,ESP,1995,78.2,2094.472,Europe,,
Spain,ESP,1996,78.339,2156.961,Europe,,
Spain,ESP,1997,78.85,2186.449,Europe,,
Spain,ESP,1998,78.939,2275.511,Europe,,
Spain,ESP,1999,78.944,2378.967,Europe,,
Spain,ESP,2000,79.412,2435.093,Europe,,
Spain,ESP,2001,79.739,2515.454,Europe,,
Spain,ESP,2002,79.818,2591.128,Europe,,
Spain,ESP,2003,79.748,2946.589,Europe,,
Spain,ESP,2004,80.328,3035.074,Europe,,
Spain,ESP,2005,80.32,3152.315,Europe,,
Spain,ESP,2006,80.963,3278.309,Europe,,
Spain,ESP,2007,80.97,3374.257,Europe,,
Spain,ESP,2008,81.278,3498.843,Europe,,
Spain,ESP,2009,81.627,3649.727,Europe,,
Spain,ESP,2010,82.006,3598.611,Europe,,
Spain,ESP,2011,82.18,3516.177,Europe,,
Spain,ESP,2012,82.191,3364.255,Europe,,
Spain,ESP,2013,82.694,3281.297,Europe,,
Spain,ESP,2014,82.828,3333.149,Europe,,
Spain,ESP,2015,82.611,3494.067,Europe,,
Spain,ESP,2016,83,3535.115,Europe,,
Spain,ESP,2017,82.986,3626.325,Europe,,
Spain,ESP,2018,83.096,3708.217,Europe,,
Spain,ESP,2019,83.479,3818.956,Europe,,
Spain,ESP,2020,82.241,3996.229,Europe,,
Spain,ESP,2021,82.951,4094.163,Europe,,
Spain,ESP,2022,82.366,3973.838,Europe,,
Spain,ESP,2023,83.67,3902.613,Europe,,
Sweden,SWE,1970,74.664,1607.94,Europe,,
Sweden,SWE,1971,74.601,1731.876,Europe,,
Sweden,SWE,1972,74.705,1806.105,Europe,,
Sweden,SWE,1973,74.865,1857.392,Europe,,
Sweden,SWE,1974,74.969,1971.677,Europe,,
Sweden,SWE,1975,74.978,2173.375,Europe,,
Sweden,SWE,1976,74.973,2299.795,Europe,,
Sweden,SWE,1977,75.393,2499.08,Europe,,
Sweden,SWE,1978,75.484,2503.46,Europe,,
Sweden,SWE,1979,75.523,2557.07,Europe,,
Sweden,SWE,1980,75.743,2685.745,Europe,,
Sweden,SWE,1981,76.04,2649.429,Europe,,
Sweden,SWE,1982,76.35,2658.187,Europe,,
Sweden,SWE,1983,76.58,2646.615,Europe,,
Sweden,SWE,1984,76.841,2690.35,Europe,,
Sweden,SWE,1985,76.691,2593.169,Europe,,
Sweden,SWE,1986,76.955,2614.234,Europe,,
Sweden,SWE,1987,77.109,2709.079,Europe,,
Sweden,SWE,1988,76.998,2750.514,Europe,,
Sweden,SWE,1989,77.654,2856.627,Europe,,
Sweden,SWE,1990,77.589,2882.553,Europe,,
Sweden,SWE,1991,77.728,2769.558,Europe,,
Sweden,SWE,1992,78.071,2798.543,Europe,,
Sweden,SWE,1993,78.136,2703.845,Europe,,
Sweden,SWE,1994,78.747,2643.661,Europe,,
Sweden,SWE,1995,78.822,2721.715,Europe,,
Sweden,SWE,1996,79.045,2812.592,Europe,,
Sweden,SWE,1997,79.272,2813.474,Europe,,
Sweden,SWE,1998,79.416,2962.544,Europe,,
Sweden,SWE,1999,79.508,3070.352,Europe,,
Sweden,SWE,2000,79.739,3207.196,Europe,,
Sweden,SWE,2001,79.836,3484.029,Europe,,
Sweden,SWE,2002,79.935,3649.532,Europe,,
Sweden,SWE,2003,80.195,3723.876,Europe,,
Sweden,SWE,2004,80.546,3759.193,Europe,,
Sweden,SWE,2005,80.621,3835.367,Europe,,
Sweden,SWE,2006,80.832,3941.751,Europe,,
Sweden,SWE,2007,80.97,4043.332,Europe,,
Sweden,SWE,2008,81.137,4106.599,Europe,,
Sweden,SWE,2009,81.363,4190.808,Europe,,
Sweden,SWE,2010,81.519,4153.327,Europe,,
Sweden,SWE,2011,81.758,5324.135,Europe,,
Sweden,SWE,2012,81.73,5416.972,Europe,,
Sweden,SWE,2013,81.935,5502.165,Europe,,
Sweden,SWE,2014,82.224,5631.31,Europe,,
Sweden,SWE,2015,82.184,5782.029,Europe,,
Sweden,SWE,2016,82.339,5866.121,Europe,,
Sweden,SWE,2017,82.438,5885.21,Europe,,
Sweden,SWE,2018,82.532,5982.065,Europe,,
Sweden,SWE,2019,83.052,5991.582,Europe,,
Sweden,SWE,2020,82.427,6067.976,Europe,,
Sweden,SWE,2021,83.02,6316.23,Europe,,
Sweden,SWE,2022,83.046,6137.483,Europe,,
Sweden,SWE,2023,83.262,6184.287,Europe,,
Switzerland,CHE,1970,73.124,1918.838,Europe,,
Switzerland,CHE,1971,73.241,2118.084,Europe,,
Switzerland,CHE,1972,73.759,2198.714,Europe,,
Switzerland,CHE,1973,74.06,2263.434,Europe,,
Switzerland,CHE,1974,74.401,2371.597,Europe,,
Switzerland,CHE,1975,74.791,2518.79,Europe,,
Switzerland,CHE,1976,74.906,2597.701,Europe,,
Switzerland,CHE,1977,75.367,2644.284,Europe,,
Switzerland,CHE,1978,75.308,2738.425,Europe,,
Switzerland,CHE,1979,75.608,2775.124,Europe,,
Switzerland,CHE,1980,75.59,2855.556,Europe,,
Switzerland,CHE,1981,75.818,2913.632,Europe,,
Switzerland,CHE,1982,76.162,2960.504,Europe,,
Switzerland,CHE,1983,76.157,3100.699,Europe,,
Switzerland,CHE,1984,76.756,3099.433,Europe,,
Switzerland,CHE,1985,76.882,3421.118,Europe,,
Switzerland,CHE,1986,77.04,3602.705,Europe,,
Switzerland,CHE,1987,77.332,3749.425,Europe,,
Switzerland,CHE,1988,77.365,3897.227,Europe,,
Switzerland,CHE,1989,77.557,4056.396,Europe,,
Switzerland,CHE,1990,77.385,4109.291,Europe,,
Switzerland,CHE,1991,77.648,4342.093,Europe,,
Switzerland,CHE,1992,77.944,4405.777,Europe,,
Switzerland,CHE,1993,78.234,4400.614,Europe,,
Switzerland,CHE,1994,78.495,4542.17,Europe,,
Switzerland,CHE,1995,78.565,4421.847,Europe,,
Switzerland,CHE,1996,79.049,4578.958,Europe,,
Switzerland,CHE,1997,79.233,4632.994,Europe,,
Switzerland,CHE,1998,79.475,4804.494,Europe,,
Switzerland,CHE,1999,79.724,4905.998,Europe,,
Switzerland,CHE,2000,79.834,5034.5,Europe,,
Switzerland,CHE,2001,80.251,5277.762,Europe,,
Switzerland,CHE,2002,80.444,5472.736,Europe,,
Switzerland,CHE,2003,80.532,5573.406,Europe,,
Switzerland,CHE,2004,81.055,5712.372,Europe,,
Switzerland,CHE,2005,81.236,5733.32,Europe,,
Switzerland,CHE,2006,81.549,5687.852,Europe,,
Switzerland,CHE,2007,81.703,5797.595,Europe,,
Switzerland,CHE,2008,81.971,5926.419,Europe,,
Switzerland,CHE,2009,81.989,6133.179,Europe,,
Switzerland,CHE,2010,82.287,6165.375,Europe,,
Switzerland,CHE,2011,82.574,6298.444,Europe,,
Switzerland,CHE,2012,82.617,6502.477,Europe,,
Switzerland,CHE,2013,82.689,6728.825,Europe,,
Switzerland,CHE,2014,83.084,6818.011,Europe,,
Switzerland,CHE,2015,82.846,7052.876,Europe,,
Switzerland,CHE,2016,83.446,7229.328,Europe,,
Switzerland,CHE,2017,83.414,7295.414,Europe,,
Switzerland,CHE,2018,83.564,7284.877,Europe,,
Switzerland,CHE,2019,83.78,7481.35,Europe,,
