Entity,Code,Year,LifeExpectancy,HealthExpenditurePerCapita,WorldRegionAccordingToOWID,Health expenditure per capita (Original Year),Life expectancy (Original Year)
Switzerland,CHE,2020,83.063,7621.094,Europe,,
Switzerland,CHE,2021,83.648,8026.259,Europe,,
Switzerland,CHE,2022,83.2,8015.091,Europe,,
Switzerland,CHE,2023,83.954,7918.612,Europe,,
Thailand,THA,1995,71.205,358.407,Asia,2000,2000
Thailand,THA,1996,71.205,358.407,Asia,2000,2000
Thailand,THA,1997,71.205,358.407,Asia,2000,2000
Thailand,THA,1998,71.205,358.407,Asia,2000,2000
Thailand,THA,1999,71.205,358.407,Asia,2000,2000
Thailand,THA,2000,71.205,358.407,Asia,,
Thailand,THA,2001,71.52,350.935,Asia,,
Thailand,THA,2002,71.775,410.573,Asia,,
Thailand,THA,2003,72.101,424.578,Asia,,
Thailand,THA,2004,72.1,433.331,Asia,,
Thailand,THA,2005,72.894,448.505,Asia,,
Thailand,THA,2006,73.341,459.454,Asia,,
Thailand,THA,2007,73.779,495.668,Asia,,
Thailand,THA,2008,74.221,534.373,Asia,,
Thailand,THA,2009,74.669,556.869,Asia,,
Thailand,THA,2010,75.012,558.618,Asia,,
Thailand,THA,2011,75.302,582.865,Asia,,
Thailand,THA,2012,75.59,608.29,Asia,,
Thailand,THA,2013,75.96,610.626,Asia,,
Thailand,THA,2014,76.279,650.215,Asia,,
Thailand,THA,2015,76.563,706.169,Asia,,
Thailand,THA,2016,76.769,758.147,Asia,,
Thailand,THA,2017,76.989,774.147,Asia,,
Thailand,THA,2018,77.19,811.042,Asia,,
Thailand,THA,2019,77.197,810.617,Asia,,
Thailand,THA,2020,77.331,862.43,Asia,,
Thailand,THA,2021,77.606,1038.125,Asia,,
Thailand,THA,2022,75.291,1102.741,Asia,,
Thailand,THA,2023,76.412,914.97,Asia,,
Turkey,TUR,1970,59.513,182.265,Asia,1975,1975
Turkey,TUR,1971,59.513,182.265,Asia,1975,1975
Turkey,TUR,1972,59.513,182.265,Asia,1975,1975
Turkey,TUR,1973,59.513,182.265,Asia,1975,1975
Turkey,TUR,1974,59.513,182.265,Asia,1975,1975
Turkey,TUR,1975,59.513,182.265,Asia,,
Turkey,TUR,1976,60.014,162.06,Asia,,
Turkey,TUR,1977,60.846,213.838,Asia,,
Turkey,TUR,1978,61.614,228.283,Asia,,
Turkey,TUR,1979,62.161,224.435,Asia,,
Turkey,TUR,1980,62.739,215.336,Asia,,
Turkey,TUR,1981,63.194,251.446,Asia,,
Turkey,TUR,1982,63.74,208.951,Asia,,
Turkey,TUR,1983,64.269,221.694,Asia,,
Turkey,TUR,1984,64.81,219.73,Asia,,
Turkey,TUR,1985,65.344,162.543,Asia,,
Turkey,TUR,1986,65.87,219.59,Asia,,
Turkey,TUR,1987,66.379,220.832,Asia,,
Turkey,TUR,1988,66.902,256.344,Asia,,
Turkey,TUR,1989,67.365,263.708,Asia,,
Turkey,TUR,1990,67.835,298.663,Asia,,
Turkey,TUR,1991,68.287,332.247,Asia,,
Turkey,TUR,1992,68.603,336.904,Asia,,
Turkey,TUR,1993,69.018,354.368,Asia,,
Turkey,TUR,1994,69.402,316.34,Asia,,
Turkey,TUR,1995,69.734,302.988,Asia,,
Turkey,TUR,1996,70.245,393.455,Asia,,
Turkey,TUR,1997,70.668,443.343,Asia,,
Turkey,TUR,1998,71.144,493.695,Asia,,
Turkey,TUR,1999,70.752,610.704,Asia,,
Turkey,TUR,2000,71.931,658.035,Asia,,
Turkey,TUR,2001,72.271,672.312,Asia,,
Turkey,TUR,2002,72.605,736.904,Asia,,
Turkey,TUR,2003,72.906,754.507,Asia,,
Turkey,TUR,2004,73.223,813.664,Asia,,
Turkey,TUR,2005,73.51,853.973,Asia,,
Turkey,TUR,2006,73.804,945.264,Asia,,
Turkey,TUR,2007,74.129,993.208,Asia,,
Turkey,TUR,2008,74.38,996.374,Asia,,
Turkey,TUR,2009,74.679,997.805,Asia,,
Turkey,TUR,2010,74.964,981.343,Asia,,
Turkey,TUR,2011,74.823,994.298,Asia,,
Turkey,TUR,2012,75.552,982.84,Asia,,
Turkey,TUR,2013,76.171,1039.402,Asia,,
Turkey,TUR,2014,76.452,1061.834,Asia,,
Turkey,TUR,2015,76.539,1059.308,Asia,,
Turkey,TUR,2016,76.595,1138.28,Asia,,
Turkey,TUR,2017,77.037,1179.9,Asia,,
Turkey,TUR,2018,77.454,1213.491,Asia,,
Turkey,TUR,2019,77.737,1267.951,Asia,,
Turkey,TUR,2020,76.525,1382.389,Asia,,
Turkey,TUR,2021,75.722,1598.284,Asia,,
Turkey,TUR,2022,77.591,1480.239,Asia,,
Turkey,TUR,2023,77.156,1807.58,Asia,,
Ukraine,UKR,2005,70.188,816.694,Europe,2010,2010
Ukraine,UKR,2006,70.188,816.694,Europe,2010,2010
Ukraine,UKR,2007,70.188,816.694,Europe,2010,2010
Ukraine,UKR,2008,70.188,816.694,Europe,2010,2010
Ukraine,UKR,2009,70.188,816.694,Europe,2010,2010
Ukraine,UKR,2010,70.188,816.694,Europe,,
Ukraine,UKR,2011,70.711,902.234,Europe,,
Ukraine,UKR,2012,71.09,985.968,Europe,,
Ukraine,UKR,2013,71.474,974.73,Europe,,
Ukraine,UKR,2014,71.803,952.287,Europe,,
Ukraine,UKR,2015,72.686,949.278,Europe,,
Ukraine,UKR,2016,73.389,964.97,Europe,,
Ukraine,UKR,2017,73.993,1015.272,Europe,,
Ukraine,UKR,2018,73.569,1086.889,Europe,,
Ukraine,UKR,2019,73.92,1056.306,Europe,,
Ukraine,UKR,2020,73.283,1161.109,Europe,,
Ukraine,UKR,2021,71.631,1429.186,Europe,,
Ukraine,UKR,2022,71.631,1429.186,Europe,2021,2021
Ukraine,UKR,2023,71.631,1429.186,Europe,2021,2021
United Kingdom,GBR,1970,71.882,728.339,Europe,,
United Kingdom,GBR,1971,72.234,753.497,Europe,,
United Kingdom,GBR,1972,71.988,800.16,Europe,,
United Kingdom,GBR,1973,72.185,833.552,Europe,,
United Kingdom,GBR,1974,72.376,917.542,Europe,,
United Kingdom,GBR,1975,72.65,970.051,Europe,,
United Kingdom,GBR,1976,72.634,997.233,Europe,,
United Kingdom,GBR,1977,73.111,998.439,Europe,,
United Kingdom,GBR,1978,73.043,1045.828,Europe,,
United Kingdom,GBR,1979,73.161,1073.334,Europe,,
United Kingdom,GBR,1980,73.591,1144.327,Europe,,
United Kingdom,GBR,1981,73.916,1183.009,Europe,,
United Kingdom,GBR,1982,74.039,1157.322,Europe,,
United Kingdom,GBR,1983,74.293,1242.47,Europe,,
United Kingdom,GBR,1984,74.674,1242.012,Europe,,
United Kingdom,GBR,1985,74.536,1263.83,Europe,,
United Kingdom,GBR,1986,74.795,1301.344,Europe,,
United Kingdom,GBR,1987,75.147,1383.143,Europe,,
United Kingdom,GBR,1988,75.259,1443.517,Europe,,
United Kingdom,GBR,1989,75.397,1486.045,Europe,,
United Kingdom,GBR,1990,75.738,1504.95,Europe,,
United Kingdom,GBR,1991,75.911,1566.911,Europe,,
United Kingdom,GBR,1992,76.307,1683.873,Europe,,
United Kingdom,GBR,1993,76.16,1757.435,Europe,,
United Kingdom,GBR,1994,76.72,1830.11,Europe,,
United Kingdom,GBR,1995,76.614,1851.94,Europe,,
United Kingdom,GBR,1996,76.872,1899.344,Europe,,
United Kingdom,GBR,1997,77.139,2465.236,Europe,,
United Kingdom,GBR,1998,77.275,2569.976,Europe,,
United Kingdom,GBR,1999,77.373,2697.417,Europe,,
United Kingdom,GBR,2000,77.849,2836.511,Europe,,
United Kingdom,GBR,2001,78.121,3034.594,Europe,,
United Kingdom,GBR,2002,78.237,3268.904,Europe,,
United Kingdom,GBR,2003,78.33,3442.222,Europe,,
United Kingdom,GBR,2004,78.9,3633.495,Europe,,
United Kingdom,GBR,2005,79.106,3748.623,Europe,,
United Kingdom,GBR,2006,79.347,3854.856,Europe,,
United Kingdom,GBR,2007,79.534,4045.132,Europe,,
United Kingdom,GBR,2008,79.655,4083.33,Europe,,
United Kingdom,GBR,2009,80.156,4225.877,Europe,,
United Kingdom,GBR,2010,80.391,4303.629,Europe,,
United Kingdom,GBR,2011,80.796,4255.965,Europe,,
United Kingdom,GBR,2012,80.859,4373.923,Europe,,
United Kingdom,GBR,2013,80.923,4413.716,Europe,,
United Kingdom,GBR,2014,81.153,4528.541,Europe,,
United Kingdom,GBR,2015,80.919,4631.421,Europe,,
United Kingdom,GBR,2016,81.067,4691.439,Europe,,
United Kingdom,GBR,2017,81.164,4734.251,Europe,,
United Kingdom,GBR,2018,81.123,4805.53,Europe,,
United Kingdom,GBR,2019,81.443,4950.49,Europe,,
United Kingdom,GBR,2020,80.385,5408.519,Europe,,
United Kingdom,GBR,2021,80.708,5836.521,Europe,,
United Kingdom,GBR,2022,81.074,5453.319,Europe,,
United Kingdom,GBR,2023,81.302,5312.669,Europe,,
United States,USA,1970,70.734,1794.212,North America,,
United States,USA,1971,71.098,1878.147,North America,,
United States,USA,1972,71.178,2008.899,North America,,
United States,USA,1973,71.397,2107.35,North America,,
United States,USA,1974,71.959,2157.223,North America,,
United States,USA,1975,72.543,2254.293,North America,,
United States,USA,1976,72.845,2433.562,North America,,
United States,USA,1977,73.227,2597.266,North America,,
United States,USA,1978,73.409,2706.494,North America,,
United States,USA,1979,73.833,2793.083,North America,,
United States,USA,1980,73.73,2876.748,North America,,
United States,USA,1981,74.117,3034.499,North America,,
United States,USA,1982,74.463,3205.515,North America,,
United States,USA,1983,74.553,3357.591,North America,,
United States,USA,1984,74.675,3538.849,North America,,
United States,USA,1985,74.65,3727.378,North America,,
United States,USA,1986,74.728,3882.253,North America,,
United States,USA,1987,74.86,4021.001,North America,,
United States,USA,1988,74.833,4302.452,North America,,
United States,USA,1989,75.109,4549.754,North America,,
United States,USA,1990,75.374,4822.284,North America,,
United States,USA,1991,75.524,5038.055,North America,,
United States,USA,1992,75.779,5238.496,North America,,
United States,USA,1993,75.568,5416.911,North America,,
United States,USA,1994,75.738,5535.362,North America,,
United States,USA,1995,75.852,5667.418,North America,,
United States,USA,1996,76.175,5780.185,North America,,
United States,USA,1997,76.498,5916.66,North America,,
United States,USA,1998,76.659,6113.875,North America,,
United States,USA,1999,76.669,6309.337,North America,,
United States,USA,2000,76.806,6542.34,North America,,
United States,USA,2001,76.919,6900.574,North America,,
United States,USA,2002,76.988,7403.671,North America,,
United States,USA,2003,77.137,7801.54,North America,,
United States,USA,2004,77.535,8056.604,North America,,
United States,USA,2005,77.526,8286.408,North America,,
United States,USA,2006,77.798,8517.187,North America,,
United States,USA,2007,78.047,8726.721,North America,,
United States,USA,2008,78.127,8721.512,North America,,
United States,USA,2009,78.476,9056.043,North America,,
United States,USA,2010,78.668,9153.985,North America,,
United States,USA,2011,78.702,9149.377,North America,,
United States,USA,2012,78.817,9280.632,North America,,
United States,USA,2013,78.817,9333.09,North America,,
United States,USA,2014,78.879,9647.42,North America,,
United States,USA,2015,78.722,10098.662,North America,,
United States,USA,2016,78.686,10398.996,North America,,
United States,USA,2017,78.648,10548.953,North America,,
United States,USA,2018,78.8,10774.02,North America,,
United States,USA,2019,78.916,11066.6,North America,,
United States,USA,2020,77.011,12076.794,North America,,
United States,USA,2021,76.384,12007.415,North America,,
United States,USA,2022,77.979,11753.68,North America,,
United States,USA,2023,79.304,12098.848,North America,,
